File,URL,TITLE,LOCATION,PRICE PER MONTH,AREA IN m²,NUMBER OF ROOMS,INTERIOR,DESCRIPTION,OFFERED SINCE,AVAILABILITY,SPECIFICATION,UPKEEP STATUS,VOLUME,TYPE,CONSTRUCTION TYPE,CONSTRUCTION YEAR,LOCATION TYPE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,NUMBER OF FLOORS,DETAILS OF BALCONY,DETAILS OF GARDEN,DETAILS OF STORAGE,DESCRIPTION OF STORAGE,GARAGE,CONTACT DETAILS,TIMESTAMP
amsterdam_15.csv,https://www.pararius.com/apartment-for-rent/amsterdam/6a67dda2/bloemgracht,Apartment Bloemgracht,1016 KK (Jordaan),2500,65,3,Furnished,"Bloemgracht, Amsterdam-Jordaan",17-08-2022,01-09-2022,Specifics are not available,Excellent,170,Apartment,Existing building,1750,By the water,2,1,1,Details of balcony is not available,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/6a67dda2/amsterdam/inxxx-rentals/request-details,18-08-2022
amsterdam_21.csv,https://www.pararius.com/apartment-for-rent/amsterdam/fec9b027/prinsengracht,Apartment Prinsengracht 652 B,1017 KV (De Weteringschans),3750,120,3,Furnished,Beautiful and newly furnished high-end 3 floor apartment on the canals,23-08-2022,01-10-2022,Monumental building,Upkeep is not available,312,Apartment,Existing building,1750,Location type is not available,2,2,3,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/fec9b027/amsterdam/parker-williams-real-estate-services/request-details,25-08-2022
amsterdam_25.csv,https://www.pararius.com/apartment-for-rent/amsterdam/a649f26c/kerkstraat,Apartment Kerkstraat 113 4,1017 GD (Grachtengordel-Zuid),1995,58,2,Furnished,Elegant living in a fully furnished apartment in the center of Amsterdam.,29-08-2022,Not available to book,Specifics are not available,Excellent,155,Apartment,Existing building,1753,Location type is not available,1,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/a649f26c/amsterdam/amsterhomes/request-details,30-08-2022
amsterdam_2.csv,https://www.pararius.com/apartment-for-rent/amsterdam/45abb385/singel,Apartment Singel 91 E,1012 VG (Burgwallen-Nieuwe Zijde),2850,110,2,Furnished,THIS PROPERTY IS ONLY SUITABLE FOR A SINGLE PERSON,03-08-2022,Not available to book,Specifics are not available,Upkeep is not available,275,Apartment,Existing building,1768,Location type is not available,1,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/45abb385/amsterdam/amsterdam-housing/request-details,2022-08-04 22:29:00
amsterdam_10.csv,https://www.pararius.com/apartment-for-rent/amsterdam/d8745399/singel,Apartment Singel 91 E,1012 VG (Burgwallen-Nieuwe Zijde),2850,110,2,Furnished,THIS PROPERTY IS ONLY SUITABLE FOR A SINGLE PERSON,03-08-2022,consultation,Specifics are not available,Upkeep is not available,275,Apartment,Existing building,1768,Location type is not available,1,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/d8745399/amsterdam/amsterdam-housing/request-details,2022-08-12
amsterdam_28.csv,https://www.pararius.com/apartment-for-rent/amsterdam/ac0d0989/singel,Apartment Singel 91 E,1012 VG (Burgwallen-Nieuwe Zijde),2850,110,2,Furnished,THIS PROPERTY IS ONLY SUITABLE FOR A SINGLE PERSON,4 weeks,Not available to book,Specifics are not available,Upkeep is not available,275,Apartment,Existing building,1768,Location type is not available,1,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/ac0d0989/amsterdam/amsterdam-housing/request-details,2022-09-02
amsterdam_6.csv,https://www.pararius.com/apartment-for-rent/amsterdam/160b6086/nieuwezijds-voorburgwal,Apartment Nieuwezijds Voorburgwal 103 III,1012 RG (Burgwallen-Nieuwe Zijde),1700,68,3,Upholstered,An unfurnished top floor apartment down town Amsterdam,08-08-2022,22-08-2022,Monumental building,Reasonable,190,Apartment,Existing building,1769,Location type is not available,2,1,1,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/160b6086/amsterdam/dutch-housing-centre-bv/request-details,2022-08-08
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/484b491d/keizersgracht,Apartment Keizersgracht 692 D,1017 EV (Grachtengordel-Zuid),3000,105,4,Upholstered or furnished,On an exceptional location a modern apartment on the Keizersgracht of approx. 105 m² (NEN2580). The apartment is rented in fully furnished condition. The apartment is located on the top two floors and recently renovated to a high standard.,3 weeks,consultation,Specifics are not available,Excellent,347,Apartment,Existing building,1771,Location type is not available,2,2,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/484b491d/amsterdam/hoen-makelaars/request-details,2022-08-03 17:22:24
amsterdam_4.csv,https://www.pararius.com/apartment-for-rent/amsterdam/4982ff93/kalverstraat,Apartment Kalverstraat,1012 PH (Burgwallen-Nieuwe Zijde),2750,110,4,Furnished,IT IS ONLY POSSIBLE TO RESPOND TO THIS ITEM BY EMAIL,3+ months,Not available to book,Specifics are not available,Good,330,Apartment,Existing building,1771,In the city centre,2,Number of bathrooms is not available,1,Details of balcony is not available,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/4982ff93/amsterdam/the-dutch-realty/request-details,2022-08-06
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/f7e95a02/bloemgracht,Apartment Bloemgracht,1015 TP (Jordaan),2500,80,3,Interior is not available,Apartment with garden for rent in Amsterdam with 2 bedrooms in the Jordaan district.,3 weeks,Not available to book,Specifics are not available,Excellent,240,Apartment,Existing building,1775,Location type is not available,2,Number of bathrooms is not available,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/f7e95a02/amsterdam/clairesrealestate/request-details,2022-08-03 17:22:25
amsterdam_17.csv,https://www.pararius.com/apartment-for-rent/amsterdam/b53f9b61/leliegracht,Apartment Leliegracht 39 B,1016 GS (Grachtengordel-West),2350,80,3,Upholstered,"This lovely, recently fully renovated apartment is located in the most popular area of Amsterdam ! The apartment is offered in semi-furnished condition.",19-08-2022,01-09-2022,Specifics are not available,Excellent,225,Apartment,Existing building,1775,Location type is not available,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/b53f9b61/amsterdam/partner-in-real-estate/request-details,21-08-2022
amsterdam_26.csv,https://www.pararius.com/apartment-for-rent/amsterdam/ef8ec81b/nieuwe-keizersgracht,Apartment Nieuwe Keizersgracht 63 A,1018 VD (Weesperbuurt/Plantage),3500,140,5,Furnished,Furnished apartment with garden for rent in Amsterdam with 3 bedrooms in the Weesperbuurt/Plantage district.,30-08-2022,Not available to book,"Monumental building, protected townscape",Excellent,400,Apartment,Existing building,1784,Location type is not available,3,1,2,Not present,"Present (10 m², located on the north)",Present,Inpandig,Yes,https://www.pararius.com/contact/ef8ec81b/amsterdam/de-la-haye-makelaardij-o-g-amsterdam/request-details,31-08-2022
amsterdam_1.csv,https://www.pararius.com/house-for-rent/amsterdam/c76a54e7/achtergracht,House Achtergracht 32 hs,1017 WP (De Weteringschans),2250,80,3,Furnished,Amazing bright 2 bedroom apartment at the canals in the city center Amsterdam!,7 weeks,Not available to book,Monumental building,Good,250,House,Existing building,1790,Location type is not available,2,1,4,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/c76a54e7/amsterdam/parker-williams-real-estate-services/request-details,2022-08-03 17:27:05
amsterdam_2.csv,https://www.pararius.com/apartment-for-rent/amsterdam/32565e25/nieuwezijds-voorburgwal,Apartment Nieuwezijds Voorburgwal,1012 RK (Burgwallen-Nieuwe Zijde),2350,68,2,Furnished,Go to hausing. com to schedule your viewing appointment instantly and to watch the video tour. ,03-08-2022,Not available to book,Specifics are not available,Excellent,243,Apartment,Existing building,1799,Location type is not available,1,1,1,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/32565e25/amsterdam/hausing/request-details,2022-08-04 22:28:56
amsterdam_15.csv,https://www.pararius.com/apartment-for-rent/amsterdam/080fbc33/nieuwezijds-voorburgwal,Apartment Nieuwezijds Voorburgwal,1012 RK (Burgwallen-Nieuwe Zijde),2350,58,2,Furnished,Go to hausing. com to schedule your viewing appointment instantly and to watch the video tour. ,17-08-2022,Not available to book,Specifics are not available,Good,241,Apartment,Existing building,1799,Location type is not available,1,1,1,Details of balcony is not available,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/080fbc33/amsterdam/hausing/request-details,18-08-2022
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/81aa6f83/kerkstraat,Apartment Kerkstraat 253 C,1017 GW (Grachtengordel-Zuid),2500,121,4,Upholstered,Impressive 2/3 bedroom and 2 full bathroom apartment in an 18th century building in the Amsterdam Canal area.,2 weeks,01-09-2022,Specifics are not available,Upkeep is not available,310,Apartment,Existing building,1800,In the city centre,3,2,2,Not present,Details of garden is not available,Details of storage is not available,Nieuwe garage 1,Yes,https://www.pararius.com/contact/81aa6f83/amsterdam/parker-williams-real-estate-services/request-details,2022-08-03 17:26:23
amsterdam_25.csv,https://www.pararius.com/apartment-for-rent/amsterdam/db7c41a3/keizersgracht,Apartment Keizersgracht,1016 EX (Grachtengordel-West),2100,60,1,Furnished,"Very nice located 1-bedroom apartment in the Canal Belt District & Negen Straatjes area (Nine little streets) with nice spacious terrace facing west, close to shops, bars, restaurants and public transport. ",29-08-2022,Not available to book,"Monumental building, protected townscape",Good,240,Apartment,Existing building,1800,In the city centre,Number of bedrooms is not available,1,1,Details of balcony is not available,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/db7c41a3/amsterdam/tvn-real-estate/request-details,30-08-2022
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/b34066f1/plantage-parklaan,Apartment Plantage Parklaan 7 H,1018 SR (Weesperbuurt/Plantage),3750,120,5,Furnished,We are proud to offer this pearl in teh center of Amsterdam!!,26-07-2022,consultation,Accessible for seniors,Excellent,325,Apartment,Existing building,1816,Location type is not available,4,1,3,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,Details of contact is not available,2022-08-03 17:20:08
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/52e96710/valckenierstraat,Apartment Valckenierstraat 1 HS,1018 XB (Weesperbuurt/Plantage),1900,80,3,Furnished,Furnished 80m2 two bedroom home with a terrace by the Weesperplein! ,8 weeks,01-10-2022,Specifics are not available,Upkeep is not available,224,Apartment,Existing building,1837,Location type is not available,2,1,2,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/52e96710/amsterdam/amsterhomes/request-details,2022-08-03 17:24:14
